Date,Calories,Weight,day,Weight_linear,Weight_spline,Calories_linear,Calories_spline,phase,fitted_weight,weight_slope
2023-12-06,1312.0,72.5,83,72.5,72.5,1312.0,1312.0,cut,72.71636225299805,-0.08115072973898427
2023-12-07,1253.0,,84,72.44,72.06338979476396,1414.5,1405.6094096815912,cut,72.63557686273009,-0.08042341665207195
2023-12-08,1517.0,,85,72.38,71.88488428815195,1517.0,1517.0,cut,72.55550877308741,-0.0797160422388051
2023-12-09,1746.0,,86,72.32000000000001,71.89468388415798,1420.0,1418.4840342861366,cut,72.47613830963495,-0.07902807267695286
2023-12-10,1323.0,,87,72.26,72.022988986776,1323.0,1323.0,cut,72.39744634708323,-0.07835894419585543
2023-12-11,1604.0,72.2,88,72.2,72.2,1402.5,1434.704453173862,cut,72.31941433719963,-0.07770806710922784
2023-12-12,1482.0,,89,72.10000000000001,72.34016649288886,1482.0,1482.0,cut,72.24202433277445,-0.0770748296761307
2023-12-13,1332.0,,90,72.0,72.29493469476105,1332.0,1332.0,cut,72.16525900786569,-0.07645860168660572
2023-12-14,1387.0,71.9,91,71.9,71.9,1387.0,1387.0,cut,72.0891016745386,-0.0758587378866101
2023-12-15,1073.0,71.3,92,71.3,71.3,1073.0,1073.0,cut,72.01353629630867,-0.07527458114656346
2023-12-16,1456.0,,93,71.55,71.43591959931818,1456.0,1456.0,cut,71.9385474984874,-0.07470546548387821
2023-12-17,1585.0,71.8,94,71.8,71.8,1585.0,1585.0,cut,71.86412057562413,-0.07415071886119526
2023-12-18,1817.0,71.9,95,71.46666666666667,71.66767562247416,1817.0,1817.0,cut,71.79024149622816,-0.07360966581823429
2023-12-19,1279.0,,96,71.13333333333333,71.20483966022485,1555.5,1625.5652291122838,cut,71.71689690494973,-0.07308162993015326
2023-12-20,1294.0,70.8,97,70.8,70.8,1294.0,1294.0,cut,71.64407412238991,-0.07256593609028528
2023-12-21,1389.0,,98,70.75,70.71437188697067,1389.0,1389.0,cut,71.57176114270345,-0.07206191263288513
2023-12-22,1864.0,70.7,99,70.7,70.7,1864.0,1864.0,cut,71.49994662915219,-0.07156889332928056
2023-12-23,1541.0,,100,70.5,70.49613224470177,1541.0,1541.0,cut,71.42861990775927,-0.07108621918246646
2023-12-24,1851.0,70.3,101,70.3,70.3,1497.5,1450.9078133350258,cut,71.3577709592085,-0.07061324013074947
2023-12-25,1454.0,,102,70.4,70.33859913422226,1454.0,1454.0,cut,71.28739040912788,-0.07014931659282317
2023-12-26,1265.0,70.5,103,70.5,70.5,1265.0,1265.0,cut,71.21746951688908,-0.0696938208953668
2023-12-27,1471.0,,104,70.425,70.62130573880019,1471.0,1471.0,cut,71.14800016304976,-0.06924613854621953
2023-12-28,1402.0,,105,70.35,70.67467616312797,1402.0,1402.0,cut,71.07897483555982,-0.06880566943117117
2023-12-29,1387.0,,106,70.275,70.66603525324813,1387.0,1387.0,cut,71.01038661484736,-0.0683718288830922
2023-12-30,1696.0,,107,70.2,70.60130698942538,1375.5,1361.6472871217327,cut,70.94222915789447,-0.06794404861120522
2023-12-31,1364.0,,108,70.125,70.48641535192445,1364.0,1364.0,cut,70.8744966814084,-0.06752177758571065
2024-01-01,1423.0,,109,70.05000000000001,70.3272843210101,1519.0,1480.7428135205687,cut,70.8071839441889,-0.06710448277521172
2024-01-02,1677.0,,110,69.97500000000001,70.12983787694704,1674.0,1663.2339456205752,cut,70.74028622878618,-0.06669164981379558
2024-01-03,1829.0,69.9,111,69.9,69.9,1829.0,1829.0,cut,70.67379932254195,-0.06628278357112549
2024-01-04,1885.0,69.7,112,69.7,69.7,1885.0,1885.0,cut,70.60771949809894,-0.06587740864532066
2024-01-05,1883.0,,113,69.9,69.7553358209441,1883.0,1883.0,cut,70.54204349346152,-0.06547506977601833
2024-01-06,2135.0,70.1,114,70.1,70.1,2135.0,2135.0,cut,70.47676849168528,-0.06507533217832892
2024-01-07,1886.0,,115,70.3,70.63601901184663,1886.0,1886.0,cut,70.4118921002694,-0.06467778178832854
2024-01-08,1865.0,,116,70.5,70.98536581760344,1865.0,1865.0,cut,70.34741233032202,-0.06428202546745847
2024-01-09,1544.0,70.7,117,70.7,70.7,1544.0,1544.0,cut,70.28332757556447,-0.06388769115114694
2024-01-10,1773.0,70.0,118,70.0,70.0,1773.0,1773.0,cut,70.21963659123642,-0.06349442787794146
2024-01-11,1445.0,70.4,119,70.4,70.4,1445.0,1445.0,cut,70.15633847296243,-0.06310190583486512
2024-01-12,1737.0,69.9,120,69.9,69.9,1609.5,1622.3097250182525,cut,70.0934326356328,-0.06270981629074394
2024-01-13,1774.0,,121,70.2,69.81209672847892,1774.0,1774.0,cut,70.03091879235387,-0.062317871527757994
2024-01-14,1358.0,,122,70.5,70.27456671310544,1358.0,1358.0,cut,69.96879693351394,-0.061925804664871485
2024-01-15,1528.0,70.8,123,70.8,70.8,1528.0,1528.0,cut,69.90706730601279,-0.06153336952282966
2024-01-16,1469.0,,124,70.66666666666667,70.99432070433876,1469.0,1469.0,cut,69.8457303926967,-0.061140340357705256
2024-01-17,1391.0,,125,70.53333333333333,70.83678921752059,1391.0,1391.0,cut,69.7847868920383,-0.06074651161919557
2024-01-18,1233.0,70.4,126,70.4,70.4,1233.0,1233.0,cut,69.72423769810106,-0.060351697610983024
2024-01-19,1582.0,69.9,127,69.9,69.9,1582.0,1582.0,cut,69.6640838808193,-0.059955732228663315
2024-01-20,1319.0,,128,70.05000000000001,69.89999014962761,1319.0,1319.0,cut,69.60432666662928,-0.05955846852382744
2024-01-21,1683.0,70.2,129,70.2,70.2,1683.0,1683.0,cut,69.5449674194786,-0.05915977834121122
2024-01-22,1706.0,,130,70.08571428571429,70.44687565199705,1706.0,1706.0,cut,69.4860076222422,-0.05875955190456732
2024-01-23,1486.0,,131,69.97142857142858,70.58135327430786,1486.0,1486.0,cut,69.42744885856918,-0.05835769736712848
2024-01-24,1685.0,,132,69.85714285714286,70.6176415525739,1685.0,1685.0,cut,69.36929279518402,-0.057954140360412985
2024-01-25,1538.0,,133,69.74285714285715,70.56994917243664,1538.0,1538.0,cut,69.31154116466195,-0.05754882346143594
2024-01-26,1336.0,,134,69.62857142857143,70.4524848195375,1336.0,1336.0,cut,69.25419574869701,-0.057141705763423076
2024-01-27,1965.0,,135,69.51428571428572,70.27945717951795,1965.0,1965.0,cut,69.19725836188117,-0.056732762310810855
2024-01-28,,,136,69.4,70.06507493801942,1938.0,2490.4962955736405,cut,69.14073083600611,-0.05632198355958925
2024-01-29,,,137,69.28571428571428,69.82354678068333,1911.0,2677.975993590369,cut,69.0846150049039,-0.05590937486286881
2024-01-30,,,138,69.17142857142856,69.5690813931512,1884.0,2615.2026535457776,cut,69.0289126898364,-0.05549495593572355
2024-01-31,1259.0,,139,69.05714285714285,69.31588746106443,1857.0,2389.9398349354574,cut,68.97362568544223,-0.05507876022280793
2024-02-01,1285.0,69.0,140,68.94285714285714,69.07817367006449,1830.0,2089.9510972550006,cut,68.91875574625153,-0.05466083437705531
2024-02-02,1803.0,,141,68.82857142857142,68.87014870579279,1803.0,1803.0,cut,68.86430457377332,-0.05424123768840161
2024-02-03,1643.0,,142,68.71428571428571,68.70602125389081,1551.0,1576.8169820724545,cut,68.81027380416185,-0.053820041507179894
2024-02-04,1299.0,68.6,143,68.6,68.6,1299.0,1299.0,cut,68.75666499646462,-0.0533973285893552
2024-02-05,1820.0,68.5,144,68.5,68.5,1298.5,982.0234538221129,cut,68.70347962145668,-0.052973192618803
2024-02-06,1298.0,,145,68.33333333333333,68.20734111025581,1298.0,1298.0,cut,68.65071905106002,-0.052547737506121926
2024-02-07,2232.0,,146,68.16666666666667,67.93136683550063,2232.0,2232.0,cut,68.59838454834986,-0.05212107696526876
2024-02-08,1720.0,68.0,147,68.0,68.0,1720.0,1720.0,cut,68.54647725814843,-0.051693333677368024
2024-02-09,1633.0,68.5,148,68.5,68.5,1633.0,1633.0,cut,68.49499819819842,-0.05126463900779754
2024-02-10,2075.0,68.1,149,68.5,68.76293162549781,2075.0,2075.0,cut,68.44394825092255,-0.05083513218882748
2024-02-11,1595.0,,150,68.5,68.71703266178933,1595.0,1595.0,cut,68.3933281557559,-0.05040495981939823
2024-02-12,1816.0,68.5,151,68.5,68.5,1816.0,1816.0,cut,68.34313850205208,-0.0499742753752012
2024-02-13,1498.0,,152,68.43333333333334,68.22929392941623,1498.0,1498.0,cut,68.29337972255688,-0.04954323849221491
2024-02-14,1712.0,,153,68.36666666666667,67.94142833196821,1712.0,1712.0,cut,68.24405208744096,-0.04911201462161804
2024-02-15,1571.0,,154,68.3,67.65268048774705,1571.0,1571.0,cut,68.19515569888627,-0.048680774187677876
2024-02-16,1718.0,,155,68.23333333333333,67.37932767684387,1718.0,1718.0,cut,68.14669048621784,-0.048249692381574505
2024-02-17,1526.0,,156,68.16666666666667,67.13764717934977,1526.0,1526.0,cut,68.09865620157228,-0.047818948347592524
2024-02-18,,,157,68.1,66.9439162753559,1658.0,1723.1782290454992,cut,68.05105241609634,-0.04738872477207205
2024-02-19,1790.0,,158,68.03333333333333,66.81441224495339,1790.0,1790.0,cut,68.00387851666066,-0.04695920742570081
2024-02-20,1442.0,,159,67.96666666666667,66.76541236823333,1442.0,1442.0,cut,67.957133703083,-0.04653058460396172
2024-02-21,1910.0,,160,67.9,66.81319392528682,1910.0,1910.0,cut,67.9108169858518,-0.046103046598725925
2024-02-22,1317.0,,161,67.83333333333334,66.97403419620503,1317.0,1317.0,cut,67.86492718433152,-0.04567678526849288
2024-02-23,1730.0,,162,67.76666666666667,67.26421046107905,1501.5,1246.885715881799,cut,67.81946292544855,-0.045251993560787206
2024-02-24,1686.0,67.7,163,67.7,67.7,1686.0,1686.0,cut,67.77442264283529,-0.04482886500364695
2024-02-25,1834.0,68.6,164,67.825,68.25041702277815,1834.0,1834.0,cut,67.72980457643185,-0.04440759342507761
2024-02-26,1423.0,,165,67.95,68.69542345810025,1423.0,1423.0,cut,67.6856067725187,-0.043988372231969684
2024-02-27,1827.0,,166,68.075,68.76771816437223,1827.0,1827.0,cut,67.64182708418434,-0.04357139432518883
2024-02-28,1614.0,68.2,167,68.2,68.2,1614.0,1614.0,cut,67.59846317219771,-0.04315685139838858
