Date,Calories,Weight,day,Weight_linear,Weight_spline,Calories_linear,Calories_spline,phase,fitted_weight,weight_slope
2023-10-15,1412.0,78.2,31,78.28,78.3233933611125,1731.75,1724.1591810993618,cut,78.24141373543121,-0.1225428362522744
2023-10-16,1739.0,,32,78.16,78.23204479105004,1739.0,1739.0,cut,78.11840847202296,-0.12343057058690951
2023-10-17,1421.0,,33,78.04,78.11899954043135,1700.0,1676.295934902819,cut,77.99462402609079,-0.12410397944767246
2023-10-18,1661.0,,34,77.92,77.97730285987508,1661.0,1661.0,cut,77.87026653671114,-0.12457928878930602
2023-10-19,1689.0,77.8,35,77.8,77.8,1689.0,1689.0,cut,77.74552635155425,-0.12487186140657988
2023-10-20,1423.0,77.6,36,77.6,77.6,1423.0,1423.0,cut,77.62057887241183,-0.12499623201118008
2023-10-21,1412.0,77.5,37,77.5090909090909,77.44856398682015,1412.0,1412.0,cut,77.49558536623036,-0.12496614114745341
2023-10-22,1475.0,77.3,38,77.41818181818181,77.35240460978137,1475.0,1475.0,cut,77.37069374275508,-0.12479456805548259
2023-10-23,1733.0,,39,77.32727272727273,77.29713145165466,1631.0,1690.7331227113052,cut,77.24603929986247,-0.12449376244466256
2023-10-24,1787.0,,40,77.23636363636363,77.2683540952111,1787.0,1787.0,cut,77.1217454376303,-0.12407527524149013
2023-10-25,1622.0,,41,77.14545454545454,77.25168212322166,1622.0,1622.0,cut,76.99792434216818,-0.12354998833051431
2023-10-26,1702.0,76.9,42,77.05454545454545,77.23272511845741,1702.0,1702.0,cut,76.87467764020454,-0.12292814330147432
2023-10-27,1568.0,,43,76.96363636363635,77.19709266368938,1568.0,1568.0,cut,76.75209702539996,-0.12221936925271848
2023-10-28,1292.0,,44,76.87272727272726,77.13039434168859,1618.5,1617.5990586865853,cut,76.63026485733164,-0.12143270965504864
2023-10-29,1669.0,,45,76.78181818181818,77.01823973522606,1669.0,1669.0,cut,76.5092547340686,-0.12057664830606996
2023-10-30,1524.0,,46,76.69090909090909,76.84623842707286,1524.0,1524.0,cut,76.38913203923317,-0.11965913440761256
2023-10-31,1569.0,76.6,47,76.6,76.6,1569.0,1569.0,cut,76.2699544644198,-0.11868760677877788
2023-11-01,1460.0,76.3,48,76.3,76.3,1460.0,1460.0,cut,76.15177250781983,-0.11766901723504475
2023-11-02,1490.0,,49,76.1,76.0670104709571,1588.0,1477.213082934383,cut,76.03462994987714,-0.11660985315096184
2023-11-03,1716.0,75.9,50,75.9,75.9,1716.0,1716.0,cut,75.91856430677751,-0.11551615923117708
2023-11-04,1903.0,,51,75.82307692307693,75.76489520898339,1903.0,1903.0,cut,75.80360726255277,-0.11439355851609416
2023-11-05,1458.0,,52,75.74615384615385,75.65212427864313,1458.0,1458.0,cut,75.68978508055939,-0.1132472726306825
2023-11-06,1685.0,,53,75.66923076923078,75.55824077943541,1685.0,1685.0,cut,75.57711899506965,-0.11208214131125753
2023-11-07,1289.0,,54,75.5923076923077,75.47979828181631,1673.3333333333333,1900.8234296519677,cut,75.46562558369392,-0.11090264122361286
2023-11-08,1887.0,75.4,55,75.51538461538462,75.41335035624205,1661.6666666666667,1868.320264357525,cut,75.35531712133174,-0.10971290409097871
2023-11-09,1650.0,,56,75.43846153846154,75.35545057316875,1650.0,1650.0,cut,75.24620191633008,-0.10851673414933316
2023-11-10,1470.0,,57,75.36153846153847,75.30265250305258,1470.0,1470.0,cut,75.13828462950818,-0.10731762496654085
2023-11-11,1792.0,,58,75.28461538461539,75.25150971634973,1792.0,1792.0,cut,75.0315665766891,-0.10611877561264768
2023-11-12,1432.0,,59,75.20769230769231,75.19857578351629,1722.6666666666667,1890.0076661744995,cut,74.9260460153601,-0.10492310623189857
2023-11-13,1380.0,,60,75.13076923076923,75.14040427500844,1653.3333333333333,1737.3673855858071,cut,74.82171841606615,-0.10373327301114918
2023-11-14,1584.0,,61,75.05384615384617,75.07354876128234,1584.0,1584.0,cut,74.71857671912294,-0.10255168257593539
2023-11-15,1574.0,,62,74.97692307692309,74.99456281279414,1574.0,1574.0,cut,74.61661157721899,-0.10138050581337174
2023-11-16,1393.0,74.9,63,74.9,74.9,1494.0,1509.7274528141756,cut,74.5158115844594,-0.10022169117197186
2023-11-17,1414.0,74.7,64,74.7,74.7,1414.0,1414.0,cut,74.4161634923877,-0.09907697741174579
2023-11-18,1632.0,74.2,65,74.2,74.2,1464.5,1372.6388646309708,cut,74.3176524135061,-0.09794790585348305
2023-11-19,1492.0,74.0,66,74.0,74.0,1515.0,1397.195670332428,cut,74.22026201279888,-0.09683583212970841
2023-11-20,1675.0,,67,74.3,74.37765973932105,1565.5,1480.6546408676709,cut,74.12397468774826,-0.09574193745081061
2023-11-21,1616.0,74.6,68,74.6,74.6,1616.0,1616.0,cut,74.02877173731737,-0.0946672394056473
2023-11-22,1749.0,74.1,69,74.1,74.1,1749.0,1749.0,cut,73.93463352036045,-0.09361260231249466
2023-11-23,1546.0,73.7,70,73.7,73.7,1678.5,1714.0133301287467,cut,73.84153960390567,-0.09257874712034209
2023-11-24,1608.0,73.6,71,73.6,73.6,1608.0,1608.0,cut,73.74946890174304,-0.09156626090091417
2023-11-25,1688.0,73.4,72,73.4,73.4,1634.5,1577.9305060300612,cut,73.65839980373508,-0.09057560591791969
2023-11-26,1661.0,,73,73.9,73.84478541085217,1661.0,1661.0,cut,73.56831029625594,-0.0896071282969757
2023-11-27,1735.0,74.4,74,74.4,74.4,1735.0,1735.0,cut,73.47917807415101,-0.0886610663183518
2023-11-28,1457.0,74.4,75,74.4,74.4,1457.0,1457.0,cut,73.39098064459645,-0.08773755833123195
2023-11-29,1429.0,74.2,76,74.2,74.2,1520.25,1373.4261906344643,cut,73.30369542322634,-0.0868366502981388
2023-11-30,1352.0,73.8,77,73.8,73.8,1583.5,1509.2132492032017,cut,73.21729982288251,-0.08595830301156109
2023-12-01,1925.0,73.5,78,73.53333333333333,73.29890677307819,1646.75,1682.143683170338,cut,73.13177133533087,-0.08510239894998033
2023-12-02,1710.0,73.2,79,73.26666666666667,72.9431721176221,1710.0,1710.0,cut,73.0470876062765,-0.08426874881912738
2023-12-03,1473.0,73.0,80,73.0,73.0,1473.0,1473.0,cut,72.9632265039987,-0.08345709777917895
2023-12-04,1220.0,73.4,81,73.4,73.4,1220.0,1220.0,cut,72.88016618191602,-0.08266713134972292
2023-12-05,1363.0,72.8,82,72.95,73.13617288857007,1363.0,1363.0,cut,72.7978851353817,-0.08189848105359943
