Date,Calories,Weight,day
2025-12-17,2533.0,,825
2025-12-18,2079.0,,826
2025-12-19,2797.0,,827
2025-12-20,1970.0,,828
2025-12-21,1976.0,,829
2025-12-22,1510.0,,830
2025-12-23,1815.0,67.0,831
2025-12-24,1647.0,65.7,832
2025-12-25,859.0,65.2,833
2025-12-26,1815.0,65.6,834
2025-12-27,1701.0,,835
2025-12-28,1605.0,,836
2025-12-29,2171.0,66.2,837
2025-12-30,1876.0,66.2,838
2025-12-31,2234.0,,839
2026-01-01,1880.0,66.0,840
2026-01-02,,66.8,841
2026-01-03,1837.0,67.2,842
2026-01-04,1765.0,67.2,843
2026-01-05,1473.0,66.1,844
2026-01-06,2003.0,,845
2026-01-07,2156.0,66.6,846
2026-01-08,2094.0,,847
2026-01-09,2173.0,66.9,848
2026-01-10,2280.0,66.4,849
2026-01-11,2202.0,,850
2026-01-12,1964.0,,851
2026-01-13,2168.0,66.3,852
2026-01-14,2063.0,,853
2026-01-15,2621.0,66.3,854
2026-01-16,2632.0,,855
2026-01-17,1536.0,67.3,856
2026-01-18,1647.0,66.9,857
2026-01-19,2058.0,,858
2026-01-20,2321.0,,859
2026-01-21,1516.0,,860
2026-01-22,2175.0,66.3,861
2026-01-23,1523.0,66.8,862
2026-01-24,2293.0,66.8,863
2026-01-25,2150.0,,864
2026-01-26,2100.0,67.1,865
2026-01-27,2456.0,66.5,866
2026-01-28,2247.0,,867
2026-01-29,2230.0,66.5,868
2026-01-30,2284.0,,869
2026-01-31,1912.0,,870
2026-02-01,2465.0,,871
2026-02-02,1916.0,,872
2026-02-03,2045.0,66.2,873
2026-02-04,1642.0,66.7,874
2026-02-05,2041.0,67.4,875
2026-02-06,2411.0,66.2,876
2026-02-07,2429.0,66.9,877
2026-02-08,2333.0,67.4,878
2026-02-09,2756.0,66.8,879
2026-02-10,2796.0,66.8,880
2026-02-11,2169.0,66.8,881
2026-02-12,2042.0,,882
2026-02-13,2603.0,67.2,883
2026-02-14,2259.0,67.0,884
2026-02-15,1909.0,67.8,885
2026-02-16,1965.0,66.9,886
2026-02-17,2233.0,66.3,887
2026-02-18,2330.0,,888
2026-02-19,2110.0,66.7,889
2026-02-20,2022.0,67.4,890
2026-02-21,2062.0,,891
2026-02-22,1950.0,67.2,892
2026-02-23,2013.0,67.2,893
2026-02-24,1966.0,67.2,894
2026-02-25,2282.0,66.5,895
2026-02-26,1606.0,67.0,896
2026-02-27,1634.0,66.3,897
2026-02-28,1223.0,66.8,898
2026-03-01,2167.0,68.2,899
2026-03-02,1924.0,,900
2026-03-03,2908.0,67.6,901
2026-03-04,2255.0,67.8,902
2026-03-05,1722.0,67.3,903
2026-03-06,2249.0,67.3,904
2026-03-07,2496.0,68.6,905
2026-03-08,2166.0,68.0,906
2026-03-09,2429.0,67.7,907
2026-03-10,2032.0,67.5,908
2026-03-11,2188.0,67.5,909
2026-03-12,1732.0,67.5,910
2026-03-13,2041.0,67.5,911
2026-03-14,1958.0,67.7,912
2026-03-15,2008.0,67.2,913
2026-03-16,1815.0,67.6,914
2026-03-17,1727.0,66.6,915
2026-03-18,1619.0,67.2,916
2026-03-19,1846.0,67.6,917
2026-03-20,1793.0,67.6,918
2026-03-21,2072.0,,919
2026-03-22,2226.0,67.6,920
2026-03-23,2123.0,67.1,921
2026-03-24,1767.0,67.7,922
2026-03-25,2330.0,67.5,923
2026-03-26,1958.0,,924
2026-03-27,1596.0,67.5,925
2026-03-28,1391.0,67.5,926
2026-03-29,1649.0,67.8,927
2026-03-30,2325.0,67.1,928
2026-03-31,1862.0,,929
2026-04-01,1997.0,,930
2026-04-02,1642.0,,931
2026-04-03,2365.0,67.4,932
2026-04-04,1486.0,,933
2026-04-05,2006.0,,934
2026-04-06,2062.0,67.4,935
2026-04-07,2020.0,67.5,936
2026-04-08,2187.0,,937
2026-04-09,2246.0,67.6,938
2026-04-10,1805.0,68.2,939
2026-04-11,1815.0,,940
2026-04-12,1708.0,,941
2026-04-13,2239.0,,942
2026-04-14,2350.0,67.0,943
2026-04-15,1759.0,,944
2026-04-16,1861.0,67.0,945
2026-04-17,1716.0,,946
2026-04-18,1660.0,,947
2026-04-19,1652.0,,948
2026-04-20,2346.0,67.2,949
2026-04-21,1462.0,67.7,950
2026-04-22,2204.0,,951
2026-04-23,2321.0,68.0,952
2026-04-24,1838.0,67.5,953
2026-04-25,2351.0,,954
2026-04-26,1939.0,,955
2026-04-27,1915.0,,956
2026-04-28,2154.0,67.5,957
2026-04-29,2095.0,67.4,958
2026-04-30,2292.0,67.0,959
2026-05-01,2317.0,67.5,960
2026-05-02,2044.0,,961
2026-05-03,1862.0,67.2,962
2026-05-04,1896.0,,963
2026-05-05,1717.0,,964
2026-05-06,2170.0,67.6,965
2026-05-07,2115.0,67.2,966
2026-05-08,2389.0,67.7,967
2026-05-09,2224.0,67.9,968
2026-05-10,1925.0,68.6,969
2026-05-11,2397.0,67.8,970
2026-05-12,1679.0,67.1,971
2026-05-13,1622.0,,972
2026-05-14,1968.0,68.4,973
2026-05-15,1664.0,,974
2026-05-16,1853.0,67.7,975
2026-05-17,2079.0,67.3,976
2026-05-18,2074.0,67.7,977
2026-05-19,2356.0,67.7,978
2026-05-20,2023.0,68.3,979
2026-05-21,1899.0,68.8,980
2026-05-22,2326.0,68.8,981
2026-05-23,1858.0,68.7,982
2026-05-24,1820.0,,983
2026-05-25,2144.0,68.8,984
2026-05-26,2013.0,,985
2026-05-27,1398.0,68.8,986
2026-05-28,2441.0,,987
2026-05-29,2485.0,,988
2026-05-30,1735.0,,989
2026-05-31,2206.0,,990
2026-06-01,1783.0,68.3,991
2026-06-02,1447.0,67.6,992
2026-06-03,1927.0,67.7,993
2026-06-04,1968.0,,994
2026-06-05,1857.0,68.1,995
2026-06-06,1995.0,68.1,996
2026-06-07,2003.0,68.0,997
2026-06-08,2028.0,68.4,998
2026-06-09,1917.0,69.0,999
2026-06-10,1874.0,68.2,1000
2026-06-11,2251.0,68.5,1001
2026-06-12,1909.0,68.5,1002
2026-06-13,1929.0,68.5,1003
2026-06-14,1664.0,68.2,1004
2026-06-15,1975.0,68.2,1005
2026-06-16,1746.0,68.1,1006
2026-06-17,1281.0,67.2,1007
2026-06-18,1872.0,68.7,1008
2026-06-19,2000.0,68.9,1009
2026-06-20,1491.0,,1010
2026-06-21,1653.0,,1011
2026-06-22,1805.0,69.2,1012
2026-06-23,1795.0,68.3,1013
2026-06-24,1470.0,68.7,1014
2026-06-25,1808.0,68.7,1015
2026-06-26,1898.0,69.3,1016
2026-06-27,1830.0,68.9,1017
2026-06-28,1880.0,68.8,1018
